City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,clyde river,70.4692,-68.5914,-31.87,75,0,1.54,CA,1679126442
1,karratha,-20.7377,116.8463,35.98,36,2,5.45,AU,1679126319
2,klaksvik,62.2266,-6.589,2.51,59,100,9.34,FO,1679126443
3,hithadhoo,-0.6,73.0833,27.85,70,100,0.98,MV,1679126443
4,avarua,-21.2078,-159.775,26.03,89,100,2.57,CK,1679126276
5,yellowknife,62.456,-114.3525,-10.71,85,20,4.12,CA,1679126445
6,cidreira,-30.1811,-50.2056,23.05,89,3,6.33,BR,1679126232
7,kapaa,22.0752,-159.319,23.18,83,0,1.54,US,1679126074
8,magan,39.9683,-3.931,11.29,72,53,5.98,ES,1679126446
9,pascagoula,30.3658,-88.5561,8.4,88,0,6.69,US,1679126159
10,lujan,-34.5703,-59.105,22.79,92,0,0.89,AR,1679126403
11,avera,33.194,-82.5271,12.73,84,100,4.95,US,1679126131
12,sergeyevka,53.88,67.4158,0.52,92,91,6.95,KZ,1679126448
13,candolim,15.5181,73.7626,32.0,48,20,5.14,IN,1679126448
14,san andres,12.5847,-81.7006,26.01,73,20,4.63,CO,1679126449
15,haldia,22.0605,88.1097,31.61,39,11,3.6,IN,1679126449
16,mar del plata,-38.0023,-57.5575,20.05,94,100,3.6,AR,1679126083
17,arraial do cabo,-22.9661,-42.0278,23.63,85,0,1.12,BR,1679126086
18,sitka,57.0531,-135.33,3.37,96,100,3.05,US,1679126450
19,tura,25.5198,90.2201,29.68,31,85,1.18,IN,1679126451
20,norman wells,65.282,-126.8329,-20.98,71,75,1.03,CA,1679126144
21,jalu,29.0331,21.5482,15.35,43,0,4.5,LY,1679126334
22,fort nelson,58.8053,-122.7002,-6.23,86,20,1.03,CA,1679126451
23,hutang,31.5333,119.4833,12.5,60,100,2.83,CN,1679126452
24,romny,50.751,33.4747,4.05,50,6,6.49,UA,1679126453
25,rikitea,-23.1203,-134.9692,25.98,83,44,6.69,PF,1679126453
26,coihaique,-45.5752,-72.0662,3.97,87,0,2.57,CL,1679126324
27,asau,46.4333,26.4,1.51,49,8,2.39,RO,1679126454
28,coquimbo,-29.9533,-71.3436,16.85,100,100,2.06,CL,1679126073
29,kula,38.5473,28.6498,7.02,65,31,2.1,TR,1679126455
30,tuktoyaktuk,69.4541,-133.0374,-28.07,97,10,3.08,CA,1679126115
31,banda aceh,5.5577,95.3222,28.72,73,78,5.17,ID,1679126138
32,cooma,-36.2333,149.1333,24.97,24,100,3.91,AU,1679126455
33,butaritari,3.0707,172.7902,27.43,69,100,3.1,KI,1679126107
34,bambous virieux,-20.3428,57.7575,28.45,83,75,4.12,MU,1679126074
35,punta arenas,-53.15,-70.9167,8.06,81,75,6.17,CL,1679126072
36,upernavik,72.7868,-56.1549,-16.36,96,100,3.07,GL,1679126082
37,jamestown,42.097,-79.2353,0.01,75,100,6.26,US,1679126154
38,dikson,73.5069,80.5464,-22.55,94,99,4.5,RU,1679126071
39,hermanus,-34.4187,19.2345,19.76,74,94,7.23,ZA,1679126095
40,luba,3.4568,8.5547,25.94,74,100,2.8,GQ,1679126457
41,skjervoy,70.0311,20.9714,-4.0,68,100,9.54,NO,1679126458
42,port moresby,-9.4431,147.1797,27.68,78,100,5.14,PG,1679126458
43,vaini,-21.2,-175.2,25.09,94,75,6.17,TO,1679126076
44,pisco,-13.7,-76.2167,22.23,88,0,4.63,PE,1679126097
45,kavieng,-2.5744,150.7967,27.7,76,100,1.86,PG,1679126155
46,vardo,70.3705,31.1107,-8.01,79,75,5.66,NO,1679126336
47,realeza,-25.7689,-53.5325,18.35,98,15,1.41,BR,1679126460
48,hailar,49.2,119.7,-1.2,84,7,4.25,CN,1679126460
49,hobart,-42.8794,147.3294,18.48,79,75,7.2,AU,1679126116
50,victoria,22.2855,114.1577,26.65,78,6,4.02,HK,1679126220
51,tiksi,71.6872,128.8694,-22.04,92,100,9.88,RU,1679126116
52,codrington,-38.2667,141.9667,17.57,83,100,6.18,AU,1679126199
53,goderich,43.7501,-81.7165,-0.05,59,100,8.75,CA,1679126351
54,suntar,62.1444,117.6319,-1.35,97,100,1.95,RU,1679126462
55,omsukchan,62.5333,155.8,-9.85,96,100,3.27,RU,1679126181
56,mlonggo,-6.5333,110.7,28.95,72,53,2.73,ID,1679126463
57,ushuaia,-54.8,-68.3,6.81,76,75,4.12,AR,1679126084
58,basco,20.4487,121.9702,23.97,76,87,5.04,PH,1679126142
59,mega,4.05,38.3,15.17,85,100,2.35,ET,1679126464
60,esperance,-33.8667,121.9,19.84,56,52,4.43,AU,1679126145
61,port lincoln,-34.7333,135.8667,19.51,77,28,6.91,AU,1679126321
62,arawa,-6.2132,155.5367,25.64,89,65,0.84,PG,1679126465
63,vernon,50.2581,-119.2691,2.74,68,100,5.14,CA,1679126098
64,kodiak,57.79,-152.4072,-2.27,69,40,4.12,US,1679126192
65,qaqortoq,60.7167,-46.0333,-5.46,71,100,3.78,GL,1679126329
66,yar-sale,66.8333,70.8333,-19.5,91,9,2.87,RU,1679126131
67,birao,10.2849,22.7882,33.97,24,31,0.97,CF,1679126315
68,nome,64.5011,-165.4064,-17.69,78,0,2.06,US,1679126201
69,hilo,19.7297,-155.09,26.27,83,0,2.57,US,1679126073
70,puerto ayora,-0.7393,-90.3518,23.08,92,93,0.73,EC,1679126119
71,constitucion,-35.3333,-72.4167,15.17,85,13,2.46,CL,1679126192
72,san patricio,28.017,-97.5169,12.93,44,100,7.02,US,1679126468
73,coolum beach,-26.5333,153.1,26.85,84,12,2.62,AU,1679126281
74,acajutla,13.5928,-89.8275,25.33,79,0,1.85,SV,1679126469
75,dingle,10.9995,122.6711,29.24,66,96,6.25,PH,1679126320
76,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.67,59,75,2.0,RU,1679126283
77,busselton,-33.65,115.3333,23.0,44,0,6.47,AU,1679126090
78,nelson bay,-32.7167,152.15,28.03,86,5,6.26,AU,1679126470
79,bengkulu,-3.8004,102.2655,29.19,73,94,2.98,ID,1679126120
80,escuinapa,22.85,-105.8,19.46,59,93,1.07,MX,1679126471
81,canutama,-6.5339,-64.3831,21.57,99,100,0.9,BR,1679126472
82,vao,-22.6667,167.4833,25.55,86,9,6.68,NC,1679126257
83,marzuq,14.4,46.4667,27.22,39,29,0.8,YE,1679126473
84,williston,48.147,-103.618,-19.59,100,88,0.75,US,1679126401
85,cabo san lucas,22.8909,-109.9124,21.95,72,89,4.31,MX,1679126217
86,bonga,7.2833,36.2333,25.88,40,51,0.93,ET,1679126475
87,tsaratanana,-16.7833,47.65,28.67,73,96,1.16,MG,1679126475
88,mahebourg,-20.4081,57.7,28.47,83,75,4.12,MU,1679126225
89,gamba,-2.65,10.0,26.83,75,100,0.26,GA,1679126476
90,peniche,39.3558,-9.3811,13.95,86,100,5.57,PT,1679126355
91,port alfred,-33.5906,26.891,22.88,79,100,2.24,ZA,1679126092
92,bredasdorp,-34.5322,20.0403,22.66,54,7,6.15,ZA,1679126108
93,dawlatabad,36.4141,64.9053,24.34,36,100,3.68,AF,1679126477
94,karpathos,35.507,27.2132,14.98,67,20,12.35,GR,1679126478
95,khatanga,71.9667,102.5,-28.93,92,31,5.01,RU,1679126103
96,namatanai,-3.6667,152.4333,27.04,77,32,1.09,PG,1679126277
97,ruston,32.5232,-92.6379,6.44,65,100,4.63,US,1679126255
98,christchurch,-43.5333,172.6333,16.06,71,100,6.69,NZ,1679125884
99,motril,36.7507,-3.5179,17.93,65,96,3.89,ES,1679126480
100,biak,-0.9131,122.8766,27.31,78,80,0.84,ID,1679126160
101,cedar city,37.6775,-113.0619,-1.45,86,0,2.57,US,1679126289
102,miri,4.4148,114.0089,30.08,79,40,4.63,MY,1679126481
103,yazd,31.8972,54.3675,20.06,26,0,1.03,IR,1679126481
104,nanortalik,60.1432,-45.2371,-3.68,76,100,4.27,GL,1679126264
105,cape town,-33.9258,18.4232,19.38,88,75,3.13,ZA,1679126092
106,gold coast,-28.0,153.4333,28.03,80,0,3.6,AU,1679126481
107,yaan,7.3833,8.5667,29.3,58,64,4.18,NG,1679126482
108,lebu,-37.6167,-73.65,13.49,96,69,3.44,CL,1679126134
109,kongolo,-5.3833,27.0,20.47,98,100,0.82,CD,1679126483
110,hamilton,39.1834,-84.5333,-0.51,75,0,4.12,US,1679126120
111,kiruna,67.8557,20.2251,-8.49,93,100,4.63,SE,1679126484
112,bluff,-46.6,168.3333,14.97,71,32,4.91,NZ,1679126100
113,talnakh,69.4865,88.3972,-26.83,93,56,4.58,RU,1679126184
114,dunedin,-45.8742,170.5036,12.11,67,100,1.34,NZ,1679126324
115,san jeronimo,-11.9472,-75.2829,8.02,93,100,0.31,PE,1679126306
116,ishigaki,24.3448,124.1572,20.07,83,75,6.69,JP,1679126486
117,mahon,39.8885,4.2658,14.31,94,20,1.54,ES,1679126487
118,ulaanbaatar,47.9077,106.8832,6.07,22,0,4.0,MN,1679126422
119,cannington,-32.0167,115.95,27.17,45,0,8.23,AU,1679126487
120,port elizabeth,-33.918,25.5701,22.83,85,75,6.69,ZA,1679126067
121,castro,-24.7911,-50.0119,12.65,93,98,0.97,BR,1679126093
122,qaanaaq,77.484,-69.3632,-27.38,88,73,2.62,GL,1679126073
123,cherskiy,68.75,161.3,-3.15,77,4,7.68,RU,1679126150
124,esso,55.9333,158.7,-10.09,91,93,2.22,RU,1679126490
125,orlik,52.5178,99.825,-0.99,68,7,0.19,RU,1679126492
126,albany,42.6001,-73.9662,3.23,75,82,2.24,US,1679126106
127,east london,-33.0153,27.9116,22.52,78,20,5.14,ZA,1679126188
128,luderitz,-26.6481,15.1594,19.76,68,85,3.7,NA,1679126279
129,viedma,-40.8135,-62.9967,15.1,66,100,2.03,AR,1679126443
130,matagami,49.7502,-77.6328,-5.94,93,100,3.09,CA,1679126493
131,grafton,42.207,-71.6856,9.03,76,100,0.45,US,1679126494
132,albemarle,35.3501,-80.2001,12.12,100,100,3.6,US,1679126494
133,mayo,38.8876,-76.5119,8.97,61,100,7.2,US,1679126072
134,atuona,-9.8,-139.0333,27.08,76,100,7.57,PF,1679126495
135,langsa,4.4683,97.9683,30.54,62,100,3.48,ID,1679126495
136,mount isa,-20.7333,139.5,32.87,40,40,5.14,AU,1679126333
137,lebanon,36.2081,-86.2911,2.85,89,20,0.0,US,1679126454
138,barrow,71.2906,-156.7887,-27.99,69,0,4.63,US,1679126130
139,urumqi,43.801,87.6005,10.53,58,0,3.0,CN,1679126203
140,bethel,41.3712,-73.414,9.97,68,100,3.89,US,1679126118
141,kulhudhuffushi,6.6221,73.07,28.22,72,32,2.09,MV,1679126087
142,beringovskiy,63.05,179.3167,-8.53,94,100,3.06,RU,1679126302
143,faanui,-16.4833,-151.75,28.01,76,18,6.05,PF,1679126146
144,csany,47.6483,19.8297,6.19,53,82,3.64,HU,1679126498
145,saskylakh,71.9167,114.0833,-24.74,93,100,7.29,RU,1679126144
146,peno,56.9262,32.7426,-2.76,81,100,3.96,RU,1679126499
147,pevek,69.7008,170.3133,-9.28,83,100,7.39,RU,1679126113
148,la palma,33.8464,-118.0467,16.73,87,0,0.0,US,1679126499
149,havre-saint-pierre,50.2334,-63.5986,-0.8,100,100,2.06,CA,1679126500
150,college,64.8569,-147.8028,-6.9,72,75,0.0,US,1679126247
151,nara,34.6851,135.8049,12.65,45,100,3.67,JP,1679126501
152,nikolskoye,59.7035,30.7861,2.94,78,100,5.22,RU,1679126081
153,berezovyy,51.6667,135.7,-2.41,66,82,3.24,RU,1679126502
154,iqaluit,63.7506,-68.5145,-26.84,68,75,9.26,CA,1679126167
155,kristiinankaupunki,62.2743,21.376,1.72,97,100,9.92,FI,1679126503
156,chitral,35.8462,71.7858,11.89,68,99,0.7,PK,1679126503
157,georgetown,5.4112,100.3354,33.96,66,20,5.14,MY,1679126128
158,srednekolymsk,67.45,153.6833,-4.73,69,0,6.98,RU,1679126123
159,kenai,60.5544,-151.2583,-0.95,86,0,2.57,US,1679126504
160,saint george,37.1041,-113.5841,7.33,55,0,3.6,US,1679125997
161,eucaliptus,-17.5833,-67.5167,7.55,74,97,1.84,BO,1679126505
162,fengxian,34.7039,116.5872,14.01,43,100,1.0,CN,1679126505
163,ribeira grande,38.5167,-28.7,16.54,94,75,7.6,PT,1679126182
164,mincivan,39.0294,46.7185,19.42,45,11,1.49,AZ,1679126506
165,miles city,46.4083,-105.8406,-11.48,93,18,0.74,US,1679126506
166,walvis bay,-22.9575,14.5053,17.27,77,5,2.68,NA,1679126266
167,guerrero negro,27.9769,-114.0611,13.05,75,7,2.95,MX,1679126142
168,bayir,37.2687,28.2167,12.29,65,11,3.0,TR,1679126508
169,hasaki,35.7333,140.8333,8.22,89,100,13.64,JP,1679126193
170,new norfolk,-42.7826,147.0587,18.28,57,67,0.89,AU,1679126112
171,callaway,30.153,-85.5699,13.31,91,100,4.02,US,1679126509
172,agadez,19.75,10.25,27.08,10,0,3.82,NE,1679126509
173,mataura,-46.1927,168.8643,11.48,76,69,0.97,NZ,1679126067
174,caravelas,-17.7125,-39.2481,21.8,96,87,1.41,BR,1679126273
175,hervey bay,-25.2986,152.8535,26.46,73,5,6.12,AU,1679126510
176,airai,-8.9266,125.4092,19.05,91,89,0.94,TL,1679126141
177,alice springs,-23.7,133.8833,38.75,12,40,1.54,AU,1679126173
178,sarkand,45.41,79.9186,-0.73,87,93,3.35,KZ,1679126280
179,portland,45.5234,-122.6762,10.89,62,100,3.13,US,1679126423
180,pangnirtung,66.1451,-65.7125,-24.53,78,16,2.52,CA,1679126269
181,yerbogachen,61.2767,108.0108,0.44,98,100,7.14,RU,1679126302
182,carnarvon,-24.8667,113.6333,26.46,53,0,9.52,AU,1679126121
183,san carlos de bariloche,-41.1456,-71.3082,9.86,93,100,2.06,AR,1679126512
184,barcelos,41.5388,-8.6151,12.08,94,51,1.58,PT,1679126513
185,narsaq,60.9167,-46.05,-5.88,71,100,3.78,GL,1679126137
186,tilichiki,60.4667,166.1,-1.85,97,100,7.16,RU,1679126202
187,thompson,55.7435,-97.8558,-22.91,84,20,1.03,CA,1679126100
188,chokurdakh,70.6333,147.9167,-17.38,98,94,3.16,RU,1679126178
189,sur,22.5667,59.5289,31.35,38,0,2.44,OM,1679126181
190,torbay,47.6666,-52.7314,0.16,95,100,7.72,CA,1679126097
191,venezuela,8.0,-66.0,25.43,62,10,8.22,VE,1679126304
192,kruisfontein,-34.0033,24.7314,21.6,63,66,6.16,ZA,1679126282
193,poum,-20.2333,164.0167,27.77,83,40,8.82,NC,1679126099
194,sabzevar,36.2126,57.6819,17.6,36,20,4.12,IR,1679126516
195,kutum,14.2,24.6667,26.06,7,100,5.66,SD,1679126154
196,chistogorskiy,53.9835,87.3843,3.49,98,93,0.73,RU,1679126516
197,chuy,-33.6971,-53.4616,22.04,94,100,1.76,UY,1679126091
198,beyneu,45.3167,55.2,14.45,30,0,7.42,KZ,1679126517
199,piripiri,-4.2733,-41.7769,21.2,99,100,1.0,BR,1679126518
200,kuryk,43.2,51.65,16.88,29,3,4.47,KZ,1679126518
201,antalaha,-14.9003,50.2788,29.48,67,40,3.02,MG,1679126205
202,alofi,-19.0595,-169.9187,25.94,94,100,1.03,NU,1679126148
203,severo-kurilsk,50.6789,156.125,-2.17,75,100,6.72,RU,1679126173
204,bassano,50.7834,-112.4685,-8.73,91,31,2.8,CA,1679126519
205,berlevag,70.8578,29.0864,-7.03,58,51,2.57,NO,1679126520
206,tasiilaq,65.6145,-37.6368,-16.91,55,12,3.17,GL,1679126520
207,ponta do sol,32.6667,-17.1,17.35,69,15,2.06,PT,1679126126
208,amapa,1.0,-52.0,20.31,100,83,1.03,BR,1679126521
209,canala,-21.5333,165.95,25.9,88,75,1.95,NC,1679126522
210,san cristobal,7.7669,-72.225,17.74,83,79,1.08,VE,1679126522
211,luanda,-8.8368,13.2343,27.0,78,75,3.09,AO,1679126241
212,utinga,-5.8172,-35.3954,24.47,100,75,2.06,BR,1679126523
213,sangmelima,2.9333,11.9833,22.9,82,100,0.93,CM,1679126523
214,suez,29.9737,32.5263,20.22,39,0,4.39,EG,1679126524
215,mizdah,31.4451,12.9801,12.33,67,0,3.96,LY,1679126524
216,souillac,-20.5167,57.5167,28.21,83,75,4.12,MU,1679126107
217,lakes entrance,-37.8811,147.981,33.42,35,94,2.91,AU,1679126525
218,aswan,24.0934,32.907,23.61,17,0,0.0,EG,1679126341
219,pringsewu,-5.3582,104.9744,29.78,73,88,1.82,ID,1679126526
220,roverud,60.2521,12.055,3.03,100,100,0.33,NO,1679126526
221,ixtapa,20.7,-105.2,17.63,55,0,1.57,MX,1679126292
222,maragogi,-9.0122,-35.2225,23.68,84,5,1.53,BR,1679126527
223,korla,41.7597,86.1469,16.51,18,0,2.07,CN,1679126193
224,sept-iles,50.2001,-66.3821,-0.53,94,100,4.12,CA,1679126528
225,riyadh,24.6877,46.7219,23.08,28,98,6.36,SA,1679125997
226,ilulissat,69.2167,-51.1,-7.99,49,100,1.54,GL,1679126122
227,conceicao do araguaia,-8.2578,-49.2647,20.92,99,99,1.37,BR,1679126529
228,sistranda,63.7256,8.834,2.98,71,100,10.66,NO,1679126529
229,buala,-8.145,159.5921,26.76,80,69,0.66,SB,1679126270
230,lata,40.1629,-8.3327,13.23,92,96,1.16,PT,1679126530
231,saldanha,-33.0117,17.9442,19.03,80,53,4.16,ZA,1679126229
232,burns lake,54.2331,-125.7533,-8.32,98,100,1.06,CA,1679126531
233,saint-philippe,-21.3585,55.7679,29.51,79,100,2.13,RE,1679126278
234,yulara,-25.2406,130.9889,40.11,12,6,3.89,AU,1679126531
235,tempio pausania,40.8974,9.1035,2.51,47,52,0.57,IT,1679126532
236,kahului,20.8947,-156.47,24.91,86,100,2.06,US,1679126098
237,rovaniemi,66.5,25.7167,-3.33,93,100,6.69,FI,1679126533
238,gejiu,23.306,103.1635,21.85,28,92,6.24,CN,1679126533
239,kailua,21.4022,-157.7394,25.57,79,89,0.45,US,1679126405
240,rincon,32.296,-81.2354,17.17,95,100,5.12,US,1679126534
241,touros,-5.1989,-35.4608,24.36,84,65,1.25,BR,1679126534
242,mudgee,-32.5943,149.5871,27.85,22,5,1.47,AU,1679126535
243,ngunguru,-35.6167,174.5,18.43,81,17,4.6,NZ,1679126159
244,progreso,21.2833,-89.6667,25.06,85,0,5.05,MX,1679126536
245,concepcion del oro,24.6333,-101.4167,10.67,33,6,1.94,MX,1679126537
246,kota belud,6.351,116.4305,30.21,70,100,3.53,MY,1679126538
247,itarema,-2.9248,-39.9167,22.7,97,100,2.04,BR,1679126216
248,khuchni,41.9499,47.9485,13.9,67,100,3.03,RU,1679126538
249,bilibino,68.0546,166.4372,-11.86,95,99,1.7,RU,1679126217
250,sorland,67.667,12.6934,-0.08,93,75,11.32,NO,1679126189
251,la asuncion,11.0333,-63.8628,17.85,100,5,4.63,VE,1679126539
252,ekhabi,53.5102,142.9671,-7.56,83,100,3.27,RU,1679126540
253,olafsvik,64.8945,-23.7142,-1.1,63,69,2.41,IS,1679126130
254,zapolyarnyy,69.4154,30.8136,-12.4,86,100,2.37,RU,1679126540
255,novikovo,51.1537,37.8879,3.36,55,21,7.88,RU,1679126541
256,rayachoti,14.05,78.75,30.65,43,81,5.16,IN,1679126542
257,monte gordo,37.1819,-7.4523,12.97,77,14,4.72,PT,1679126542
258,contamana,-7.3333,-75.0167,22.3,94,100,0.55,PE,1679126542
259,dakar,14.6937,-17.4441,20.49,92,0,5.38,SN,1679126543
260,bressuire,46.9167,-0.5,10.54,96,100,8.08,FR,1679126543
261,praia da vitoria,38.7333,-27.0667,16.53,94,75,8.28,PT,1679126544
262,horsham,51.064,-0.3272,10.31,93,75,3.09,GB,1679126544
263,kharabali,47.4196,47.2568,13.8,41,100,5.03,RU,1679126545
264,owando,-0.4819,15.8999,23.22,89,100,1.73,CG,1679126545
265,dongsheng,39.8161,109.9776,5.94,24,92,1.84,CN,1679126546
266,laguna,38.421,-121.4238,11.7,77,0,2.57,US,1679126197
267,vaux-sur-sure,49.9115,5.5744,10.05,80,100,3.55,BE,1679126547
268,gizo,-8.103,156.8419,28.41,70,46,1.88,SB,1679126547
269,longyearbyen,78.2186,15.6401,-12.09,85,100,4.12,SJ,1679126089
270,palmas de monte alto,-14.2672,-43.1619,19.81,62,100,2.61,BR,1679126548
271,floro,61.5996,5.0328,3.31,87,40,3.09,NO,1679126548
272,hualmay,-11.0964,-77.6139,23.18,83,94,3.42,PE,1679126295
273,pohrebyshche,49.4864,29.2636,4.0,78,100,4.81,UA,1679126549
274,luganville,-15.5333,167.1667,26.62,85,99,1.67,VU,1679126549
275,ola,59.5833,151.2833,-10.06,96,100,1.64,RU,1679126550
276,bangassou,4.7413,22.8184,25.59,67,99,2.59,CF,1679126550
277,marck,50.949,1.9433,9.46,88,100,5.4,FR,1679126551
278,ust-tsilma,65.441,52.1498,-6.54,88,94,3.87,RU,1679126551
279,provideniya,64.3833,-173.3,-16.62,91,50,1.2,RU,1679126233
280,ust-karsk,52.7011,118.8077,2.82,73,4,3.42,RU,1679126552
281,port-cartier,50.0334,-66.8654,-0.7,98,100,4.43,CA,1679126552
282,altamira,-3.2033,-52.2064,19.9,99,53,1.05,BR,1679126553
283,bubaque,11.2833,-15.8333,24.97,69,79,6.02,GW,1679126291
284,aripuana,-9.1667,-60.6333,21.62,100,100,0.68,BR,1679126554
285,los llanos de aridane,28.6585,-17.9182,15.86,81,75,4.12,ES,1679126554
286,abu kamal,34.4506,40.9171,20.97,39,63,7.67,SY,1679126554
287,colares,38.7992,-9.4469,13.86,89,20,9.83,PT,1679126347
